gene	baseMean	log2FoldChange	padj	Comparison
SCARNA20	32.4108982329683	-4.36742114807172	0.0484747835951894	Short Survivor PC2 vs. Long Survivor PC2
TPBG	75.2312153465656	-4.31018322719618	0.0134727083049528	Short Survivor PC2 vs. Long Survivor PC2
NNMT	22.2200786850842	-4.30858239917907	0.0645563630770679	Short Survivor PC2 vs. Long Survivor PC2
CLTCL1	35.2403540087593	-4.29972700824137	0.00205480484808837	Short Survivor PC2 vs. Long Survivor PC2
NRP2	100.22273924355	-4.28608389994394	0.0268708628403717	Short Survivor PC2 vs. Long Survivor PC2
ENAH	157.036260060361	-4.2770063767019	0.0261029137672719	Short Survivor PC2 vs. Long Survivor PC2
ADGRL2	62.0469471622286	-4.25697800309493	0.0960694794272407	Short Survivor PC2 vs. Long Survivor PC2
MT-TM	1238.48376338077	-4.23729252817658	0.00865967670468738	Short Survivor PC2 vs. Long Survivor PC2
RFPL1S	29.7040625389272	-4.18095075777542	0.0705391630148046	Short Survivor PC2 vs. Long Survivor PC2
APBB2	120.38492010588	-4.17245027170763	0.00402229136095873	Short Survivor PC2 vs. Long Survivor PC2
